cms_provider_number,fiscal_year,manual_review_decision,manual_fips,manual_county_name,manual_geocode_confidence,manual_review_note,acceptance_source,acceptance_action,accepted_at,provider_name,state_abbr,city,zip5,street_address,closeout_action,census_candidate_status,census_match_type,census_matched_address,census_candidate_score,census_attempt_label,acceptance_status,acceptance_issue,production_model_rank_or_dashboard_change
170049,2023,assign_county,20091,"Johnson County, Kansas",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Johnson County, Kansas (20091) for provider 170049 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,OLATHE MEDICAL CENTER,KS,OLATHE,66061,20333 WEST 151 STREET,spot_check_same_city_candidate_before_assignment,same_city_census_confirms_candidate,Exact,"20333 W 151ST ST, OLATHE, KS, 66061",0.97,provider_original,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status,False
130018,2023,assign_county,16019,"Bonneville County, Idaho",0.84,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Bonneville County, Idaho (16019) for provider 130018 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,EASTERN IDAHO REGIONAL MEDICAL CENTE,ID,IDAHO FALLS,83403,3100 CHANNING WAY,spot_check_same_city_candidate_before_assignment,same_city_census_context_only,Non_Exact,"3100 CHANNING WAY, IDAHO FALLS, ID, 83404",0.8,provider_original,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97; matched_address_missing_provider_zip5,False
670082,2024,assign_county,48085,"Collin County, Texas",0.84,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Collin County, Texas (48085) for provider 670082 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,BAYLOR S&W MEDICAL CENTER - MCKINNEY,TX,MCKINNEY,75021,5252 W UNIVERSITY DR,spot_check_same_city_candidate_before_assignment,same_city_census_context_only,Non_Exact,"5252 W UNIVERSITY DR, MCKINNEY, TX, 75071",0.8,provider_original,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97; matched_address_missing_provider_zip5,False
072004,2024,assign_county,09003,"Hartford County, Connecticut",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Hartford County, Connecticut (09003) for provider 072004 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,HOSPITAL FOR SPECIAL CARE,CT,NEW BRITAIN,06053,2150 CORBIN AVENUE,spot_check_same_city_candidate_before_assignment,same_city_census_confirms_candidate,Exact,"2150 CORBIN AVE, NEW BRITAIN, CT, 06053",0.97,provider_original,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status,False
370056,2024,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 370056 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,COMANCHE COUNTY MEMORIAL HOSPITAL,OK,LAWTON,73502,3401 W GORE,spot_check_same_city_candidate_before_assignment,unresolved_after_census_batch,,,,,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
100126,2023,assign_county,12103,"Pinellas County, Florida",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Pinellas County, Florida (12103) for provider 100126 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,HCA FLORIDA PASADENA HOSPITAL,FL,ST PETERSBURG,33707,1501 PASADENA AVE S,spot_check_same_city_candidate_before_assignment,same_city_census_confirms_candidate,Exact,"1501 PASADENA AVE S, ST PETERSBURG, FL, 33707",0.97,provider_original,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status,False
310016,2023,assign_county,34017,"Hudson County, New Jersey",0.89,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Hudson County, New Jersey (34017) for provider 310016 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,CHRIST HOSPITAL,NJ,JERSEY CITY,07306,176 PALISADES AVENUE,spot_check_same_city_candidate_before_assignment,same_city_census_context_only,Non_Exact,"176 PALISADE AVE, JERSEY CITY, NJ, 07306",0.88,provider_original,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status; census_match_type_not_exact; census_confidence_below_0_93; census_score_below_0_97,False
100069,2023,assign_county,12057,"Hillsborough County, Florida",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Hillsborough County, Florida (12057) for provider 100069 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,ADVENTHEALTH CARROLLWOOD,FL,TAMPA,33614,7171 NORTH DALE MABRY HIGHWAY,spot_check_same_city_candidate_before_assignment,same_city_census_confirms_candidate,Exact,"7171 N DALE MABRY HWY, TAMPA, FL, 33614",0.97,provider_original,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status,False
144021,2024,assign_county,17167,"Sangamon County, Illinois",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Sangamon County, Illinois (17167) for provider 144021 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,PACKARD MENTAL HEALTH CENTER,IL,SPRINGFIELD,62703,901 SOUTHWIND RD,spot_check_same_city_candidate_before_assignment,same_city_census_confirms_candidate,Exact,"901 SOUTHWIND RD, SPRINGFIELD, IL, 62703",0.97,provider_original,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status,False
190204,2023,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 190204 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,OCHSNER MEDICAL CENTER -NORTHSHORE,LA,SLIDELL,70461,100 MEDICAL CENTER DRIVE,spot_check_same_city_candidate_before_assignment,unresolved_after_census_batch,,,,,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
130071,2023,assign_county,16027,"Canyon County, Idaho",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Canyon County, Idaho (16027) for provider 130071 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,ST. LUKES NAMPA MEDICAL CENTER,ID,NAMPA,83687,9850 W. ST. LUKES DRIVE,spot_check_same_city_candidate_before_assignment,same_city_census_confirms_candidate,Exact,"9850 W ST LUKES DR, NAMPA, ID, 83687",0.97,provider_original,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status,False
210034,2024,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 210034 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,MEDSTAR HARBOR HOSPITAL,MD,BALTIMORE,21225,3001 SOUTH HANOVER STREET,spot_check_same_city_candidate_before_assignment,unresolved_after_census_batch,,,,,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
150088,2024,assign_county,18095,"Madison County, Indiana",0.93,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to Madison County, Indiana (18095) for provider 150088 fiscal year 2024. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,ASCENSION ST. VINCENT ANDERSON,IN,ANDERSON,46016,2015 JACKSON STREET,spot_check_same_city_candidate_before_assignment,same_city_census_confirms_candidate,Exact,"2015 JACKSON ST, ANDERSON, IN, 46016",0.97,provider_original,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status,False
190054,2023,assign_county,,,,"Accepted report-only institutional-anchor CMS provider geocode: external provider row confirmed by exact Census geographies address match to  () for provider 190054 fiscal year 2023. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",/Users/coryseidel/PersonalProjects/IdeaTests/LandInvest/output/institutional_anchor_provider_geocode_census_candidates.csv,external_census_exact_confirmed,2026-06-04T14:02:28.324990+00:00,IBERIA MEDICAL CENTER,LA,NEW IBERIA,70562,2315 W MAIN STREET,spot_check_same_city_candidate_before_assignment,unresolved_after_census_batch,,,,,held_or_rejected,not_external_geocode_action; not_external_census_candidate_ready_status; not_provider_original_attempt; census_match_status_not_match; census_match_type_not_exact; census_fips_not_in_county_lookup; census_confidence_below_0_93; census_score_below_0_97; missing_census_matched_address; matched_address_missing_provider_zip5; matched_address_missing_number,False
